ACTION QUERY 10000 10 Cult Lifestyles
ACTION SNIPPET 10000 8785 SNIPPET_NOT_RELEVANT b'448160'
ACTION SNIPPET 10000 8788 SNIPPET_RELEVANT b'925403'
ACTION DOC 10000 8808 EXAMINING_DOCUMENT b'925403'
ACTION SNIPPET 10000 8811 SNIPPET_RELEVANT b'1775144'
ACTION DOC 10000 8831 EXAMINING_DOCUMENT b'1775144'
ACTION SNIPPET 10000 8834 SNIPPET_NOT_RELEVANT b'1159389'
ACTION QUERY 10000 8844 Scientology Sea Org membership
ACTION SERP 10000 8849 EXAMINE_SERP
ACTION SNIPPET 10000 8852 SNIPPET_RELEVANT b'971337'
ACTION DOC 10000 8872 EXAMINING_DOCUMENT b'971337'
ACTION SNIPPET 10000 8875 SNIPPET_RELEVANT b'1386221'
ACTION DOC 10000 8895 EXAMINING_DOCUMENT b'1386221'
ACTION QUERY 10000 8905 People's Temple relocation to Guyana
ACTION SERP 10000 8910 EXAMINE_SERP
ACTION SNIPPET 10000 8913 SNIPPET_RELEVANT b'25994'
ACTION DOC 10000 8933 EXAMINING_DOCUMENT b'25994'
ACTION MARK 10000 8936 CONSIDERED_RELEVANT b'25994'
ACTION SNIPPET 10000 8939 SNIPPET_RELEVANT b'180730'
ACTION DOC 10000 8959 EXAMINING_DOCUMENT b'180730'
ACTION MARK 10000 8962 CONSIDERED_RELEVANT b'180730'
ACTION SNIPPET 10000 8965 SNIPPET_RELEVANT b'1798470'
ACTION DOC 10000 8985 EXAMINING_DOCUMENT b'1798470'
ACTION MARK 10000 8988 CONSIDERED_RELEVANT b'1798470'
ACTION SNIPPET 10000 8991 SNIPPET_RELEVANT b'46377'
ACTION DOC 10000 9011 EXAMINING_DOCUMENT b'46377'
ACTION MARK 10000 9014 CONSIDERED_RELEVANT b'46377'
ACTION SNIPPET 10000 9017 SNIPPET_RELEVANT b'1819024'
ACTION DOC 10000 9037 EXAMINING_DOCUMENT b'1819024'
ACTION MARK 10000 9040 CONSIDERED_RELEVANT b'1819024'
ACTION SNIPPET 10000 9043 SNIPPET_NOT_RELEVANT b'1799695'
ACTION SNIPPET 10000 9046 SNIPPET_RELEVANT b'1115515'
ACTION DOC 10000 9066 EXAMINING_DOCUMENT b'1115515'
ACTION SNIPPET 10000 9069 SNIPPET_RELEVANT b'18610'
ACTION DOC 10000 9089 EXAMINING_DOCUMENT b'18610'
ACTION MARK 10000 9092 CONSIDERED_RELEVANT b'18610'
ACTION SNIPPET 10000 9095 SNIPPET_RELEVANT b'19751'
ACTION DOC 10000 9115 EXAMINING_DOCUMENT b'19751'
ACTION MARK 10000 9118 CONSIDERED_RELEVANT b'19751'
ACTION SNIPPET 10000 9121 SNIPPET_NOT_RELEVANT b'1635401'
ACTION SNIPPET 10000 9124 SNIPPET_NOT_RELEVANT b'1116171'
ACTION SNIPPET 10000 9127 SNIPPET_RELEVANT b'1558771'
ACTION DOC 10000 9147 EXAMINING_DOCUMENT b'1558771'
ACTION SNIPPET 10000 9150 SEEN_PREVIOUSLY b'918608'
ACTION SNIPPET 10000 9153 SNIPPET_RELEVANT b'199156'
ACTION DOC 10000 9173 EXAMINING_DOCUMENT b'199156'
ACTION MARK 10000 9176 CONSIDERED_RELEVANT b'199156'
ACTION SNIPPET 10000 9179 SNIPPET_RELEVANT b'467377'
ACTION DOC 10000 9199 EXAMINING_DOCUMENT b'467377'
ACTION SNIPPET 10000 9202 SNIPPET_RELEVANT b'200719'
ACTION DOC 10000 9222 EXAMINING_DOCUMENT b'200719'
ACTION MARK 10000 9225 CONSIDERED_RELEVANT b'200719'
ACTION SNIPPET 10000 9228 SNIPPET_NOT_RELEVANT b'1452371'
ACTION SNIPPET 10000 9231 SNIPPET_RELEVANT b'1194943'
ACTION DOC 10000 9251 EXAMINING_DOCUMENT b'1194943'
ACTION SNIPPET 10000 9254 SNIPPET_RELEVANT b'1358923'
ACTION DOC 10000 9274 EXAMINING_DOCUMENT b'1358923'
ACTION SNIPPET 10000 9277 SNIPPET_NOT_RELEVANT b'1187910'
ACTION QUERY 10000 9287 Branch Davidian siege by the FBI
ACTION SERP 10000 9292 EXAMINE_SERP
ACTION SNIPPET 10000 9295 SNIPPET_RELEVANT b'863910'
ACTION DOC 10000 9315 EXAMINING_DOCUMENT b'863910'
ACTION SNIPPET 10000 9318 SNIPPET_NOT_RELEVANT b'936624'
ACTION SNIPPET 10000 9321 SNIPPET_RELEVANT b'778297'
ACTION DOC 10000 9341 EXAMINING_DOCUMENT b'778297'
ACTION QUERY 10000 9351 Children of God religious evangelism
ACTION SERP 10000 9356 EXAMINE_SERP
ACTION SNIPPET 10000 9359 SNIPPET_RELEVANT b'1810614'
ACTION DOC 10000 9379 EXAMINING_DOCUMENT b'1810614'
ACTION SNIPPET 10000 9382 SNIPPET_RELEVANT b'123204'
ACTION DOC 10000 9402 EXAMINING_DOCUMENT b'123204'
ACTION QUERY 10000 9412 Osho Rajneesh controversial teachings
ACTION SERP 10000 9417 EXAMINE_SERP
ACTION SNIPPET 10000 9420 SEEN_PREVIOUSLY b'1447398'
ACTION SNIPPET 10000 9423 SEEN_PREVIOUSLY b'318344'
ACTION SNIPPET 10000 9426 SNIPPET_NOT_RELEVANT b'1011695'
ACTION SNIPPET 10000 9429 SEEN_PREVIOUSLY b'67576'
ACTION SNIPPET 10000 9432 SEEN_PREVIOUSLY b'64428'
ACTION SNIPPET 10000 9435 SEEN_PREVIOUSLY b'206524'
ACTION SNIPPET 10000 9438 SEEN_PREVIOUSLY b'139283'
ACTION SNIPPET 10000 9441 SNIPPET_NOT_RELEVANT b'813204'
ACTION SNIPPET 10000 9444 SEEN_PREVIOUSLY b'1619800'
ACTION SNIPPET 10000 9447 SNIPPET_RELEVANT b'950044'
ACTION DOC 10000 9467 EXAMINING_DOCUMENT b'950044'
ACTION QUERY 10000 9477 The Family International free love practices
ACTION SERP 10000 9482 EXAMINE_SERP
ACTION SNIPPET 10000 9485 SNIPPET_NOT_RELEVANT b'1824442'
ACTION SNIPPET 10000 9488 SNIPPET_NOT_RELEVANT b'1550249'
ACTION SNIPPET 10000 9491 SNIPPET_NOT_RELEVANT b'1046995'
ACTION SNIPPET 10000 9494 SNIPPET_NOT_RELEVANT b'1496618'
ACTION SNIPPET 10000 9497 SNIPPET_NOT_RELEVANT b'1415707'
ACTION SNIPPET 10000 9500 SNIPPET_RELEVANT b'1253077'
ACTION DOC 10000 9520 EXAMINING_DOCUMENT b'1253077'
ACTION SNIPPET 10000 9523 SNIPPET_NOT_RELEVANT b'1100121'
ACTION SNIPPET 10000 9526 SNIPPET_RELEVANT b'1046778'
ACTION DOC 10000 9546 EXAMINING_DOCUMENT b'1046778'
ACTION QUERY 10000 9556 Aum Shinrikyo apocalyptic beliefs
ACTION SERP 10000 9561 EXAMINE_SERP
ACTION SNIPPET 10000 9564 SEEN_PREVIOUSLY b'1149889'
ACTION SNIPPET 10000 9567 SEEN_PREVIOUSLY b'1134474'
ACTION SNIPPET 10000 9570 SEEN_PREVIOUSLY b'750525'
ACTION SNIPPET 10000 9573 SEEN_PREVIOUSLY b'1053343'
ACTION SNIPPET 10000 9576 SEEN_PREVIOUSLY b'1160075'
ACTION SNIPPET 10000 9579 SEEN_PREVIOUSLY b'1150317'
ACTION SNIPPET 10000 9582 SEEN_PREVIOUSLY b'752212'
ACTION SNIPPET 10000 9585 SEEN_PREVIOUSLY b'750307'
ACTION SNIPPET 10000 9588 SEEN_PREVIOUSLY b'816137'
ACTION SNIPPET 10000 9591 SEEN_PREVIOUSLY b'750561'
ACTION SNIPPET 10000 9594 SEEN_PREVIOUSLY b'1171107'
ACTION SNIPPET 10000 9597 SEEN_PREVIOUSLY b'750718'
ACTION SNIPPET 10000 9600 SEEN_PREVIOUSLY b'751928'
ACTION SNIPPET 10000 9603 SEEN_PREVIOUSLY b'770192'
ACTION SNIPPET 10000 9606 SEEN_PREVIOUSLY b'757774'
ACTION QUERY 10000 9616 Order of the Solar Temple secret rituals
ACTION SERP 10000 9621 EXAMINE_SERP
ACTION SNIPPET 10000 9624 SEEN_PREVIOUSLY b'818310'
ACTION SNIPPET 10000 9627 SEEN_PREVIOUSLY b'818750'
ACTION SNIPPET 10000 9630 SEEN_PREVIOUSLY b'716342'
ACTION SNIPPET 10000 9633 SEEN_PREVIOUSLY b'716323'
ACTION SNIPPET 10000 9636 SEEN_PREVIOUSLY b'716328'
ACTION SNIPPET 10000 9639 SEEN_PREVIOUSLY b'726685'
ACTION SNIPPET 10000 9642 SEEN_PREVIOUSLY b'818584'
ACTION SNIPPET 10000 9645 SEEN_PREVIOUSLY b'1304843'
ACTION SNIPPET 10000 9648 SEEN_PREVIOUSLY b'717090'
ACTION SNIPPET 10000 9651 SEEN_PREVIOUSLY b'918608'
ACTION SNIPPET 10000 9654 SEEN_PREVIOUSLY b'716531'
ACTION SNIPPET 10000 9657 SEEN_PREVIOUSLY b'716520'
ACTION SNIPPET 10000 9660 SNIPPET_NOT_RELEVANT b'1830905'
ACTION SNIPPET 10000 9663 SEEN_PREVIOUSLY b'349860'
ACTION SNIPPET 10000 9666 SEEN_PREVIOUSLY b'858947'
ACTION QUERY 10000 9676 "The Manson Family Manson's ""Helter Skelter"" ideology"
ACTION SERP 10000 9681 EXAMINE_SERP
ACTION SNIPPET 10000 9684 SNIPPET_NOT_RELEVANT b'1581476'
ACTION SNIPPET 10000 9687 SNIPPET_NOT_RELEVANT b'369108'
ACTION SNIPPET 10000 9690 SNIPPET_RELEVANT b'986054'
ACTION DOC 10000 9710 EXAMINING_DOCUMENT b'986054'
ACTION SNIPPET 10000 9713 SNIPPET_NOT_RELEVANT b'1744427'
ACTION SNIPPET 10000 9716 SEEN_PREVIOUSLY b'1770659'
ACTION SNIPPET 10000 9719 SNIPPET_NOT_RELEVANT b'516198'
ACTION SNIPPET 10000 9722 SNIPPET_NOT_RELEVANT b'1116420'
ACTION SNIPPET 10000 9725 SNIPPET_NOT_RELEVANT b'370430'
ACTION SNIPPET 10000 9728 SNIPPET_NOT_RELEVANT b'112464'
ACTION QUERY 10000 9738 The Rajneesh movement Baghwan's Rolls Royce collection
ACTION SERP 10000 9743 EXAMINE_SERP
ACTION SNIPPET 10000 9746 SEEN_PREVIOUSLY b'318344'
ACTION SNIPPET 10000 9749 SEEN_PREVIOUSLY b'67576'
ACTION SNIPPET 10000 9752 SEEN_PREVIOUSLY b'64428'
ACTION SNIPPET 10000 9755 SEEN_PREVIOUSLY b'139283'
ACTION SNIPPET 10000 9758 SNIPPET_NOT_RELEVANT b'813204'
ACTION SNIPPET 10000 9761 SEEN_PREVIOUSLY b'217510'
ACTION SNIPPET 10000 9764 SEEN_PREVIOUSLY b'153603'
ACTION SNIPPET 10000 9767 SNIPPET_NOT_RELEVANT b'800901'
ACTION SNIPPET 10000 9770 SNIPPET_NOT_RELEVANT b'800569'
ACTION SNIPPET 10000 9773 SNIPPET_RELEVANT b'1602788'
ACTION DOC 10000 9793 EXAMINING_DOCUMENT b'1602788'
ACTION QUERY 10000 9803 Synanon founder's criminal history
ACTION SERP 10000 9808 EXAMINE_SERP
ACTION SNIPPET 10000 9811 SEEN_PREVIOUSLY b'913223'
ACTION SNIPPET 10000 9814 SEEN_PREVIOUSLY b'1176601'
ACTION SNIPPET 10000 9817 SEEN_PREVIOUSLY b'1814'
ACTION SNIPPET 10000 9820 SEEN_PREVIOUSLY b'1814'
ACTION SNIPPET 10000 9823 SEEN_PREVIOUSLY b'1770659'
ACTION SNIPPET 10000 9826 SNIPPET_RELEVANT b'1625876'
ACTION DOC 10000 9846 EXAMINING_DOCUMENT b'1625876'
ACTION SNIPPET 10000 9849 SEEN_PREVIOUSLY b'43495'
ACTION SNIPPET 10000 9852 SNIPPET_NOT_RELEVANT b'1817104'
ACTION SNIPPET 10000 9855 SNIPPET_RELEVANT b'1488133'
ACTION DOC 10000 9875 EXAMINING_DOCUMENT b'1488133'
ACTION QUERY 10000 9885 FLDS Church Warren Jeffs' leadership controversies
ACTION SERP 10000 9890 EXAMINE_SERP
ACTION SNIPPET 10000 9893 SEEN_PREVIOUSLY b'757092'
ACTION SNIPPET 10000 9896 SEEN_PREVIOUSLY b'800304'
ACTION SNIPPET 10000 9899 SNIPPET_NOT_RELEVANT b'681854'
ACTION SNIPPET 10000 9902 SNIPPET_NOT_RELEVANT b'1787553'
ACTION SNIPPET 10000 9905 SEEN_PREVIOUSLY b'702211'
ACTION SNIPPET 10000 9908 SNIPPET_NOT_RELEVANT b'702191'
ACTION SNIPPET 10000 9911 SNIPPET_RELEVANT b'740956'
ACTION DOC 10000 9931 EXAMINING_DOCUMENT b'740956'
ACTION SNIPPET 10000 9934 SNIPPET_NOT_RELEVANT b'1786397'
ACTION SNIPPET 10000 9937 SNIPPET_NOT_RELEVANT b'719472'
ACTION QUERY 10000 9947 The Moonies deprogramming controversies
ACTION SERP 10000 9952 EXAMINE_SERP
ACTION SNIPPET 10000 9955 SEEN_PREVIOUSLY b'527587'
ACTION SNIPPET 10000 9958 SNIPPET_RELEVANT b'527588'
ACTION DOC 10000 9978 EXAMINING_DOCUMENT b'527588'
ACTION SNIPPET 10000 9981 SNIPPET_NOT_RELEVANT b'1402255'
ACTION SNIPPET 10000 9984 SEEN_PREVIOUSLY b'1485682'
ACTION SNIPPET 10000 9987 SNIPPET_NOT_RELEVANT b'255005'
ACTION SNIPPET 10000 9990 SNIPPET_RELEVANT b'1407927'
ACTION DOC 10000 10010 EXAMINING_DOCUMENT b'1407927'
INFO SUMMARY 
INFO TOTAL_QUERIES_ISSUED 88
INFO TOTAL_SNIPPETS_EXAMINED 784
INFO TOTAL_DOCUMENTS_EXAMINED 298
INFO TOTAL_DOCUMENTS_MARKED_RELEVANT 126
INFO TOTAL_ATTRACTIVE_SERP_IMPRESSIONS 86
INFO TOTAL_UNATTRACTIVE_SERP_IMPRESSIONS 0
